num	SampleID	Sample_name	Sample_name2	Sample_name3	Sequencing	Site.name	Site.name	Sample 	AreaSample	Type of rocks	Rocks_v2	Latitude	Longitude	Sun exposure	Elevation (m asl)	Sea distance (km)	OriginalYear	Continent	Fossil	Year of collection
35	Mars_35	Mars_35	Mars-35	Mars-35	FEM	Mt. McGee	Mt. McGee	1	Northen Victoria Land	Granite	Granite	-75.666667	161.26667	n/a	1350	18	11-Oct	Antarctica	0	2010
36	Mars_36	Mars_36	Mars-36	Mars-36	FEM	Mt. McGee	Mt. McGee	3	Northen Victoria Land	Granite	Granite	-75.666667	161.26667	n/a	230	13	11-Oct	Antarctica	0	2010
54	Mars_54	Mars_54	Mars-54	Mars-54	FEM	Mt. Nansen 	Mt. Nansen 	2	Northen Victoria Land	Granite	Granite	-74.53639	162.56528	n/a	2349	20	11-Oct	Antarctica 	0	2010
55	Mars_55	Mars_55	Mars-55	Mars-55	FEM	Mt. Nansen 	Mt. Nansen 	3	Northen Victoria Land	Granite	Granite	-74.56778	162.24361	n/a	1200	23.3	11-Oct	Antarctica 	0	2010
56	Mars_56	Mars_56	Mars-56	Mars-56	FEM	Mt. Nansen 	Mt. Nansen 	4	Northen Victoria Land	Granite	Granite	-74.62861	162.59389	n/a	2240	12.5	11-Oct	Antarctica 	0	2010
143	FICUS_Selbmann_37	FICUS_Selbmann_3_12	FICUS_Selbmann_3_12	FICUS_Selbmann_3_12	JGI-FICUS	Mt. New Zealand	Mt. New Zealand	5	Northen Victoria Land	Sandstone	Sandstone	-74.179	162.515	North	3100	n/a	15-16	Antarctica	0	2015
144	FICUS_Selbmann_38	FICUS_Selbmann_3_15	FICUS_Selbmann_3_15	FICUS_Selbmann_3_2	JGI-FICUS	Mt. New Zealand	Mt. New Zealand	6	Northen Victoria Land	Sandstone	Sandstone	-74.179	162.515	North	3100	n/a	15-16	Antarctica	0	2015
145	FICUS_Selbmann_40	FICUS_Selbmann_4_12	FICUS_Selbmann_4_12	FICUS_Selbmann_4_5	JGI-FICUS	Mt. New Zealand	Mt. New Zealand	8	Northen Victoria Land	Sandstone	Sandstone	-74.179	162.515	North	3100	n/a	15-16	Antarctica	0	2015
147	FICUS_Selbmann_42	FICUS_Selbmann_4_19	FICUS_Selbmann_4_19	FICUS_Selbmann_4_19	JGI-FICUS	Mt. New Zealand	Mt. New Zealand	10	Northen Victoria Land	Sandstone	Sandstone	-74.179	162.515	North	3100	n/a	15-16	Antarctica	0	2015
146	FICUS_Selbmann_41	FICUS_Selbmann_4_22	FICUS_Selbmann_4_22	FICUS_Selbmann_4_6	JGI-FICUS	Mt. New Zealand	Mt. New Zealand	9	Northen Victoria Land	Sandstone	Sandstone	-74.179	162.515	North	3100	n/a	15-16	Antarctica	0	2015
113	MtNewZealnordMG_2	MtNewZealnordMG_2	MtNewZealnordMG_2	MtNewZealnordMG_2	JGI	Mt. New Zealand	Mt. New Zealand	1	Northen Victoria Land	Sandstone	Sandstone	-74.178	162.514	North	3100	47	15-16	Antarctica	0	2015
160	FICUS_Selbmann_59	FICUS_Selbmann_5_13	FICUS_Selbmann_5_13	FICUS_Selbmann_5_13	JGI-FICUS	Pudding Butte	Pudding Butte	1	Northen Victoria Land	Sandstone	Sandstone	-75.858	159.974	North	1690	n/a	15-16	Antarctica	0	2015
161	FICUS_Selbmann_60	FICUS_Selbmann_6_13	FICUS_Selbmann_6_13	FICUS_Selbmann_6_5	JGI-FICUS	Pudding Butte	Pudding Butte	2	Northen Victoria Land	Sandstone	Sandstone	-75.858	159.974	North	1690	n/a	15-16	Antarctica	0	2015
167	FICUS_Selbmann_66	FICUS_Selbmann_6_15	FICUS_Selbmann_6_15	FICUS_Selbmann_6_7	JGI-FICUS	Pudding Butte	Pudding Butte	6	Northen Victoria Land	Sandstone	Sandstone	-75.858	159.974	North	1690	n/a	15-16	Antarctica	0	2015
166	FICUS_Selbmann_65	FICUS_Selbmann_6_18	FICUS_Selbmann_6_18	FICUS_Selbmann_6_10	JGI-FICUS	Pudding Butte	Pudding Butte	5b	Northen Victoria Land	Sandstone	Sandstone	-75.858	159.974	North	1690	n/a	15-16	Antarctica	0	2015
165	FICUS_Selbmann_64	FICUS_Selbmann_6_19	FICUS_Selbmann_6_19	FICUS_Selbmann_6_9	JGI-FICUS	Pudding Butte	Pudding Butte	5	Northen Victoria Land	Sandstone	Sandstone	-75.858	159.974	North	1690	n/a	15-16	Antarctica	0	2015
162	FICUS_Selbmann_61	FICUS_Selbmann_6_20	FICUS_Selbmann_6_20	FICUS_Selbmann_6_6	JGI-FICUS	Pudding Butte	Pudding Butte	2b	Northen Victoria Land	Sandstone	Sandstone	-75.858	159.974	North	1690	n/a	15-16	Antarctica	0	2015
164	FICUS_Selbmann_63	FICUS_Selbmann_6_21	FICUS_Selbmann_6_21	FICUS_Selbmann_6_4	JGI-FICUS	Pudding Butte	Pudding Butte	3b	Northen Victoria Land	Sandstone	Sandstone	-75.858	159.974	North	1690	n/a	15-16	Antarctica	0	2015
163	FICUS_Selbmann_62	FICUS_Selbmann_6_22	FICUS_Selbmann_6_22	FICUS_Selbmann_6_22	JGI-FICUS	Pudding Butte	Pudding Butte	3	Northen Victoria Land	Sandstone	Sandstone	-75.858	159.974	North	1690	n/a	15-16	Antarctica	0	2015
100	PudButnordMG_2	PudButnordMG_2	PudButnordMG_2	PudButnordMG_2	JGI	Pudding Butte	Pudding Butte	4	Northen Victoria Land	Sandstone	Sandstone	-75.858	159.973	North	1573	60	15-16	Antarctica	0	2015
101	PudButsudMG_2	PudButsudMG_2	PudButsudMG_2	PudButsudMG_2	JGI	Pudding Butte	Pudding Butte	1	Northen Victoria Land	Sandstone	Sandstone	-75.858	159.973	South	1588	60	15-16	Antarctica	0	2015
75	Mars_75b	Mars_75b	Mars-75b	Mars-75b	FEM	Pudding Butte 	Pudding Butte 	1	Northen Victoria Land	Sandstone	Sandstone	-75.86667	159.98333	North	1600	58.6	11-Oct	Antarctica 	0	2010
76	Mars_76	Mars_76	Mars-76	Mars-76	FEM	Pudding Butte 	Pudding Butte 	2	Northen Victoria Land	Sandstone	Sandstone	-75.86747	159.98272	North	1600	58.6	11-Oct	Antarctica 	0	2010
32	Mars_32	Mars_32	Mars-32	Mars-32	FEM	Random Hills	Random Hills	1	Northen Victoria Land	Granite	Granite	-74.01	164.36667	n/a	1700	13	11-Oct	Antarctica	0	2010
33	Mars_33	Mars_33	Mars-33	Mars-33	FEM	Random Hills	Random Hills	2	Northen Victoria Land	Granite	Granite	-74.01	164.36667	n/a	1700	13	11-Oct	Antarctica	0	2010
34	Mars_34	Mars_34	Mars-34	Mars-34	FEM	Random Hills	Random Hills	3	Northen Victoria Land	Granite	Granite	-74.01	164.36667	n/a	1700	13	11-Oct	Antarctica	0	2010
106	RicNunsandstonMG_3	RicNunsandstonMG_3	RicNunsandstonMG_3	RicNunsandstonMG_3	JGI	Richard Nunatak red sandstone	Richard Nunatak	4	Northen Victoria Land	Sandstone	Sandstone	-75.933	159.8	North	1721	70.2	15-16	Antarctica	0	2015
105	RicNunsandstonMG_4	RicNunsandstonMG_4	RicNunsandstonMG_4	RicNunsandstonMG_4	JGI	Richard Nunatak white sandstone	Richard Nunatak	3	Northen Victoria Land	Sandstone	Sandstone	-75.933	159.797	North	1686	70.2	15-16	Antarctica	0	2015
5	Mars_5	Mars_5	Mars-5	Mars-5	FEM	Ricker Hills	Ricker Hills	2	Northen Victoria Land	Sandstone	Sandstone	-75.70406	159.22761	North	1540	96	15-16	Antarctica	0	2015
6	Mars_6	Mars_6	Mars-6	Mars-6	FEM	Ricker Hills	Ricker Hills	3	Northen Victoria Land	Sandstone	Sandstone	-75.70406	159.22761	North	1540	96	15-16	Antarctica	0	2015
7	Mars_7	Mars_7	Mars-7	Mars-7	FEM	Ricker Hills	Ricker Hills	4	Northen Victoria Land	Sandstone	Sandstone	-75.70406	159.22761	North	1540	96	15-16	Antarctica	0	2015
8	Mars_8b	Mars_8b	Mars-8b	Mars-8b	FEM	Ricker Hills	Ricker Hills	5	Northen Victoria Land	Sandstone	Sandstone	-75.70406	159.22761	North	1540	96	15-16	Antarctica	0	2015
9	Mars_9	Mars_9	Mars-9	Mars-9	FEM	Ricker Hills	Ricker Hills	6	Northen Victoria Land	Sandstone	Sandstone	-75.70406	159.22761	North	1540	96	15-16	Antarctica	0	2015
99	RickerHillsnord_2	RickerHillsnord_2	RickerHillsnord_2	RickerHillsnord_2	JGI	Ricker Hills	Ricker Hills	1	Northen Victoria Land	Sandstone	Sandstone	-75.703	159.233	North	1442	96	15-16	Antarctica	0	2015
19	Mars_19	Mars_19	Mars-19	Mars-19	FEM	Schultz Peak	Schultz Peak	1	Northen Victoria Land	Sandstone	Sandstone	-76.01558	160.8934	n/a	1400	n/a	18-19	Antarctica	0	2015
20	Mars_20	Mars_20	Mars-20	Mars-20	FEM	Schultz Peak	Schultz Peak	2	Northen Victoria Land	Sandstone	Sandstone	-76.01558	160.8934	n/a	1400	n/a	18-19	Antarctica	0	2015
79	Mars_79	Mars_79	Mars-79	Mars-79	FEM	Siegfried Peak	Siegfried Peak	3	Dry Valleys	Sandstone	Sandstone	-77.578694	161.78658	North	1620	n/a	15-16	Antarctica 	0	2015
80	Mars_80	Mars_80	Mars-80	Mars-80	FEM	Siegfried Peak	Siegfried Peak	5	Dry Valleys	Sandstone	Sandstone	-77.578694	161.78658	North	1620	n/a	15-16	Antarctica 	0	2015
81	Mars_81	Mars_81	Mars-81	Mars-81	FEM	Siegfried Peak	Siegfried Peak	5	Dry Valleys	Sandstone	Sandstone	-77.57775	161.78817	South	1620	n/a	15-16	Antarctica 	0	2015
102	SiePeanordMG_2	SiePeanordMG_2	SiePeanordMG_2	SiePeanordMG_2	JGI	Siegfried Peak	Siegfried Peak	2	Dry Valleys	Sandstone	Sandstone	-77.578	161.786	North	1620	n/a	15-16	Antarctica	0	2015
103	SiePeasudMG_2	SiePeasudMG_2	SiePeasudMG_2	SiePeasudMG_2	JGI	Siegfried Peak	Siegfried Peak	6	Dry Valleys	Sandstone	Sandstone	-77.578	161.786	South	1620	n/a	15-16	Antarctica	0	2015
38	Mars_38	Mars_38	Mars-38	Mars-38	FEM	Starr Nunatak 	Starr Nunatak 	1(2a)	Northen Victoria Land	Granite	Granite	-75.89853	162.59289	n/a	1420	10	2004	Antarctica 	0	2004
39	Mars_39	Mars_39	Mars-39	Mars-39	FEM	Starr Nunatak 	Starr Nunatak 	2(2b)	Northen Victoria Land	Granite	Granite	-75.89853	162.59289	n/a	1420	10	2004	Antarctica 	0	2004
40	Mars_40	Mars_40	Mars-40	Mars-40	FEM	Starr Nunatak 	Starr Nunatak 	3	Northen Victoria Land	Granite	Granite	-75.89853	162.59289	n/a	1420	10	2004	Antarctica 	0	2004
41	Mars_41	Mars_41	Mars-41	Mars-41	FEM	Starr Nunatak 	Starr Nunatak 	8	Northen Victoria Land	Granite	Granite	-75.89853	162.59289	n/a	1420	10	2004	Antarctica 	0	2004
42	Mars_42	Mars_42	Mars-42	Mars-42	FEM	Starr Nunatak 	Starr Nunatak 	2c	Northen Victoria Land	Granite	Granite	-75.89853	162.59289	n/a	1420	10	2004	Antarctica 	0	2004
77	Mars_77	Mars_77	Mars-77	Mars-77	FEM	Timber Peak	Timber Peak	3	Northen Victoria Land	Sandstone	Sandstone	-74.17028	162.42553	n/a	2800	49.5	11-Oct	Antarctica 	1	2010
22	Mars_22	Mars_22	Mars-22	Mars-22	FEM	Timber Peak 	Timber Peak 	19	Northen Victoria Land	Sandstone	Sandstone	-74.17203	162.42919	n/a	2800	49.5	18-19	Antarctica	1	2018
92	Mars_92	Mars_92	Mars-92	Mars-92	FEM	Timber Peak 	Timber Peak 	14	Northen Victoria Land	Sandstone	Sandstone	-74.172028	162.429192	n/a	2800	49.5	18-19	Antarctica 	1	2018
21	Mars_21b	Mars_21b	Mars-21b	Mars-21b	FEM	Timber Peak  	Timber Peak  	15	Northen Victoria Land	Sandstone	Sandstone	-74.17203	162.42919	n/a	2800	49.5	18-19	Antarctica	1	2018
152	FICUS_Selbmann_49	FICUS_Selbmann_4_14	FICUS_Selbmann_4_14	FICUS_Selbmann_4_2	JGI-FICUS	Trio Nunatak	Trio Nunatak	8	Northen Victoria Land	Sandstone	Sandstone	-75.482	159.591	North	1470	n/a	15-16	Antarctica	0	2015
151	FICUS_Selbmann_48	FICUS_Selbmann_4_15	FICUS_Selbmann_4_15	FICUS_Selbmann_4	JGI-FICUS	Trio Nunatak	Trio Nunatak	6	Northen Victoria Land	Sandstone	Sandstone	-75.482	159.591	North	1470	n/a	15-16	Antarctica	0	2015
150	FICUS_Selbmann_47	FICUS_Selbmann_4_16	FICUS_Selbmann_4_16	FICUS_Selbmann_4_4	JGI-FICUS	Trio Nunatak	Trio Nunatak	5	Northen Victoria Land	Sandstone	Sandstone	-75.482	159.591	North	1470	n/a	15-16	Antarctica	0	2015
149	FICUS_Selbmann_45	FICUS_Selbmann_4_20	FICUS_Selbmann_4_20	FICUS_Selbmann_4_8	JGI-FICUS	Trio Nunatak	Trio Nunatak	3	Northen Victoria Land	Sandstone	Sandstone	-75.482	159.591	North	1470	n/a	15-16	Antarctica	0	2015
148	FICUS_Selbmann_44	FICUS_Selbmann_4_21	FICUS_Selbmann_4_21	FICUS_Selbmann_4_7	JGI-FICUS	Trio Nunatak	Trio Nunatak	2b	Northen Victoria Land	Sandstone	Sandstone	-75.482	159.591	North	1470	n/a	15-16	Antarctica	0	2015
154	FICUS_Selbmann_52	FICUS_Selbmann_5_20	FICUS_Selbmann_5_20	FICUS_Selbmann_5_5	JGI-FICUS	Trio Nunatak	Trio Nunatak	12	Northen Victoria Land	Sandstone	Sandstone	-75.482	159.591	North	1470	n/a	15-16	Antarctica	0	2015
153	FICUS_Selbmann_51	FICUS_Selbmann_5_21	FICUS_Selbmann_5_21	FICUS_Selbmann_5_4	JGI-FICUS	Trio Nunatak	Trio Nunatak	11	Northen Victoria Land	Sandstone	Sandstone	-75.482	159.591	North	1470	n/a	15-16	Antarctica	0	2015
98	TrioNunataknord_2	TrioNunataknord_2	TrioNunataknord_2	TrioNunataknord_2	JGI	Trio Nunatak	Trio Nunatak	8	Northen Victoria Land	Sandstone	Sandstone	-75.482	159.591	North	1388	115	15-16	Antarctica	0	2015
126	FICUS_Selbmann_17	FICUS_Selbmann_1_12	FICUS_Selbmann_1_12	FICUS_Selbmann_1_6	JGI-FICUS	University Valley	University Valley	1	Dry Valleys	Sandstone	Sandstone	-77.875	160.74	North	2200	n/a	15-16	Antarctica	0	2015
128	FICUS_Selbmann_19	FICUS_Selbmann_1_14	FICUS_Selbmann_1_14	FICUS_Selbmann_1_5	JGI-FICUS	University Valley	University Valley	5	Dry Valleys	Sandstone	Sandstone	-77.875	160.739	North	2200	n/a	15-16	Antarctica	0	2015
127	FICUS_Selbmann_18	FICUS_Selbmann_1_15	FICUS_Selbmann_1_15	FICUS_Selbmann_1_7	JGI-FICUS	University Valley	University Valley	4	Dry Valleys	Sandstone	Sandstone	-77.875	160.739	North	2200	n/a	15-16	Antarctica	0	2015
129	FICUS_Selbmann_20	FICUS_Selbmann_2_21	FICUS_Selbmann_2_21	FICUS_Selbmann_2_9	JGI-FICUS	University Valley	University Valley	5	Dry Valleys	Sandstone	Sandstone	-77.873	160.755	South	2200	n/a	15-16	Antarctica	0	2015
183	FICUS_Selbmann_87	FICUS_Selbmann_8_13	FICUS_Selbmann_8_13	FICUS_Selbmann_8_10	JGI-FICUS	University Valley	University Valley	1.3	Dry Valleys	Sandstone	Sandstone	-77.875	160.739	n/a	2200	n/a	2004	Antarctica	0	2004
182	FICUS_Selbmann_85	FICUS_Selbmann_8_20	FICUS_Selbmann_8_20	FICUS_Selbmann_8_4	JGI-FICUS	University Valley	University Valley	4a1	Dry Valleys	Sandstone	Sandstone	-77.875	160.739	n/a	2200	n/a	2004	Antarctica	0	2004
181	FICUS_Selbmann_84	FICUS_Selbmann_8_21	FICUS_Selbmann_8_21	FICUS_Selbmann_8_3	JGI-FICUS	University Valley	University Valley	3	Dry Valleys	Sandstone	Sandstone	-77.875	160.739	n/a	2200	n/a	2004	Antarctica	0	2004
111	UniValnordMG_2	UniValnordMG_2	UniValnordMG_2	UniValnordMG_2	JGI	University Valley	University Valley	3	Dry Valleys	Sandstone	Sandstone	-77.874	160.739	North	2090	n/a	15-16	Antarctica	0	2015
112	UniValsudMG_2	UniValsudMG_2	UniValsudMG_2	UniValsudMG_2	JGI	University Valley	University Valley	4	Dry Valleys	Sandstone	Sandstone	-77.872	160.755	South	2200	n/a	15-16	Antarctica	0	2015
157	FICUS_Selbmann_56	FICUS_Selbmann_5_14	FICUS_Selbmann_5_14	FICUS_Selbmann_5_8	JGI-FICUS	Unnamed Nunatak	Unnamed Nunatak	2b	Northen Victoria Land	Sandstone	Sandstone	-75.662	158.876	North	1650	n/a	15-16	Antarctica	0	2015
159	FICUS_Selbmann_58	FICUS_Selbmann_5_15	FICUS_Selbmann_5_15	FICUS_Selbmann_5_3	JGI-FICUS	Unnamed Nunatak	Unnamed Nunatak	3b	Northen Victoria Land	Sandstone	Sandstone	-75.662	158.876	North	1650	n/a	15-16	Antarctica	0	2015
158	FICUS_Selbmann_57	FICUS_Selbmann_5_16	FICUS_Selbmann_5_16	FICUS_Selbmann_5_2	JGI-FICUS	Unnamed Nunatak	Unnamed Nunatak	3	Northen Victoria Land	Sandstone	Sandstone	-75.662	158.876	North	1650	n/a	15-16	Antarctica	0	2015
156	FICUS_Selbmann_54	FICUS_Selbmann_5_17	FICUS_Selbmann_5_17	FICUS_Selbmann_5_17	JGI-FICUS	Unnamed Nunatak	Unnamed Nunatak	2	Northen Victoria Land	Sandstone	Sandstone	-75.662	158.876	North	1650	n/a	15-17	Antarctica	0	2015
155	FICUS_Selbmann_53	FICUS_Selbmann_5_18	FICUS_Selbmann_5_18	FICUS_Selbmann_5_9	JGI-FICUS	Unnamed Nunatak	Unnamed Nunatak	1	Northen Victoria Land	Sandstone	Sandstone	-75.662	158.876	North	1650	n/a	15-16	Antarctica	0	2015
57	Mars_57b	Mars_57b	Mars-57b	Mars-57b	FEM	Vegetation Island 	Vegetation Island 	6	Northen Victoria Land	Granite	Granite	-74.78417	163.65972	n/a	200	0	2004	Antarctica 	0	2004
58	Mars_58	Mars_58	Mars-58	Mars-58	FEM	Vegetation Island 	Vegetation Island 	7	Northen Victoria Land	Granite	Granite	-74.78417	163.65972	n/a	200	0	2004	Antarctica 	0	2004
59	Mars_59	Mars_59	Mars-59	Mars-59	FEM	Vegetation Island 	Vegetation Island 	2	Northen Victoria Land	Granite	Granite	-74.78417	163.65972	n/a	200	0	11-Oct	Antarctica 	0	2010
93	Mars_93	Mars_93	Mars-93	Mars-93	FEM	Vegetation Island 	Vegetation Island 	5	Northen Victoria Land	Granite	Granite	-74.784167	163.659722	n/a	200	0	2004	Antarctica 	0	2004
61	Mars_61	Mars_61	Mars-61	Mars-61	FEM	Widowmaker Pass	Widowmaker Pass	2	Northen Victoria Land	Granite	Granite	-74.93278	162.40444	n/a	700	1.5	11-Oct	Antarctica 	0	2010
62	Mars_62	Mars_62	Mars-62	Mars-62	FEM	Widowmaker Pass	Widowmaker Pass	3	Northen Victoria Land	Granite	Granite	-74.93278	162.40444	n/a	700	1.5	11-Oct	Antarctica 	0	2010
63	Mars_63	Mars_63	Mars-63	Mars-63	FEM	Widowmaker Pass	Widowmaker Pass	4	Northen Victoria Land	Granite	Granite	-74.93278	162.40444	n/a	700	1.5	11-Oct	Antarctica 	0	2010
64	Mars_64	Mars_64	Mars-64	Mars-64	FEM	Widowmaker Pass	Widowmaker Pass	5	Northen Victoria Land	Granite	Granite	-74.93278	162.40444	n/a	700	1.5	11-Oct	Antarctica 	0	2010
