"","pairs","Df","SumsOfSqs","F.Model","R2","p.value","p.adjusted","sig"
"222","Pudding Butte vs Dufayel Island",1,1.30959607328331,2.06523847075835,0.158071241897391,0.0736,0.176185328185328,""
"223","Pudding Butte vs Machu Picchu Base",1,1.38962159125858,2.10393763847139,0.149173776317081,0.0354,0.113720207253886,""
"224","Pudding Butte vs Richard Nunatak",1,1.10402756842189,1.72658309103751,0.1257838953501,0.0782,0.183651515151515,""
"225","Unnamed Nunatak vs Finger Mt.",1,2.36427168706383,3.56092901364804,0.202775662431102,5e-04,0.0093939393939394,"*"
"226","Unnamed Nunatak vs Knobhead",1,0.758079564100538,1.17201706868161,0.226607347407762,0.5,0.552584670231729,""
"227","Unnamed Nunatak vs Mt. Bowen",1,0.776893612529395,1.20110423437481,0.230932544369433,0.333333333333333,0.393216730038023,""
"228","Unnamed Nunatak vs Schultz Peak",1,1.03698492137482,1.50926615547281,0.231864256188673,0.142857142857143,0.250201775625504,""
"229","Unnamed Nunatak vs Archambault Ridge",1,1.09591225126116,1.82266165080634,0.267148181178079,0.142857142857143,0.250201775625504,""
"230","Unnamed Nunatak vs Helliwell Hills",1,1.77140266494322,2.73310030495795,0.254642202840073,0.0086,0.0463652173913044,"."
"231","Unnamed Nunatak vs Mt. Keinath",1,1.19346948103669,1.84514484885926,0.315671364280966,0.166666666666667,0.273356200527704,""
"232","Unnamed Nunatak vs Mt. Dickason",1,1.12537186405486,1.58535384677795,0.18465795062983,0.1527,0.265193277310924,""
"233","Unnamed Nunatak vs Mt. Burrow",1,1.10456829806157,1.55581234105468,0.237318010357262,0.142857142857143,0.250201775625504,""
"234","Unnamed Nunatak vs Random Hills",1,1.39915546803398,1.89495773234987,0.240021263772599,0.0898,0.197173144876325,""
"235","Unnamed Nunatak vs Mt. McGee",1,1.49076323465801,2.31180539764292,0.316174360765696,0.142857142857143,0.250201775625504,""
"236","Unnamed Nunatak vs Harrow Peak",1,1.20789532834167,1.8674477047497,0.318272577570313,0.166666666666667,0.273356200527704,""
"237","Unnamed Nunatak vs Starr Nunatak",1,2.11789960375176,3.02167222735357,0.274157329761122,0.0072,0.0449357798165138,"."
"238","Unnamed Nunatak vs Kay Island",1,1.87321194503425,2.82943895456328,0.320455123946573,0.0377,0.118050505050505,""
"239","Unnamed Nunatak vs Inexpressible Island",1,1.94827425828762,2.50467834898333,0.200299302315679,0.0035,0.0328787878787879,"."
"240","Unnamed Nunatak vs Ricker Hills",1,1.74062966717883,3.38919159397915,0.273560350428854,0.0079,0.0449357798165138,"."
"241","Unnamed Nunatak vs Mt. Larsen",1,1.27930865367898,2.23295362276539,0.308719471909411,0.0952380952380952,0.198717948717949,""
"242","Unnamed Nunatak vs Mt. Nansen",1,1.20227322598064,1.68717907588625,0.219479611341269,0.1179,0.220839879154079,""
"243","Unnamed Nunatak vs Vegetation Island",1,1.53247713295084,2.03218847822335,0.224994029201557,0.0329,0.107357894736842,""
"244","Unnamed Nunatak vs Widowmaker Pass",1,1.46888882277873,2.3923961350293,0.254716272677935,0.0243,0.0878628571428571,""
"245","Unnamed Nunatak vs Crater Circle",1,1.1160463557089,1.56546285321872,0.23843906944828,0.142857142857143,0.250201775625504,""
"246","Unnamed Nunatak vs Mt. Billing",1,1.45001784150903,2.08826312724821,0.148227152516003,0.0334,0.108418848167539,""
"247","Unnamed Nunatak vs Anderson Ridge",1,1.33385975068297,2.44091774197551,0.328039877151964,0.0952380952380952,0.198717948717949,""
"248","Unnamed Nunatak vs Siegfried Peak",1,1.81823093548788,2.57093930929251,0.243208217743952,0.0077,0.0449357798165138,"."
"249","Unnamed Nunatak vs Convoy Range",1,1.05889029875765,1.51355590382139,0.201443354278045,0.1791,0.290685863874346,""
"250","Unnamed Nunatak vs Dufayel Island",1,1.23545590227436,1.91005729957516,0.323187611008858,0.166666666666667,0.273356200527704,""
"251","Unnamed Nunatak vs Machu Picchu Base",1,1.24401081070646,1.75814676378438,0.260152202258458,0.142857142857143,0.250201775625504,""
"252","Unnamed Nunatak vs Richard Nunatak",1,1.23168853521332,1.87462293612455,0.272687382790675,0.142857142857143,0.250201775625504,""
"253","Finger Mt. vs Knobhead",1,0.72021772289599,1.07366865087399,0.0969569060375716,0.3268,0.393216730038023,""
"254","Finger Mt. vs Mt. Bowen",1,0.946007225644352,1.41026563132952,0.123596213874049,0.1658,0.273356200527704,""
"255","Finger Mt. vs Schultz Peak",1,0.958570990095996,1.39545915154127,0.112578254220438,0.0792,0.184601503759399,""
"256","Finger Mt. vs Archambault Ridge",1,1.01623399855871,1.56846167819522,0.124793448741329,0.0489,0.137809090909091,""
"257","Finger Mt. vs Helliwell Hills",1,1.95732410613658,2.94467990553248,0.173781972982035,5e-04,0.0093939393939394,"*"
"258","Finger Mt. vs Mt. Keinath",1,1.20738378916945,1.79991422426007,0.152536212556489,0.0849,0.192813186813187,""
"259","Finger Mt. vs Mt. Dickason",1,1.45447414376089,2.08016781480692,0.137940627740524,0.0168,0.0750985915492958,""
"260","Finger Mt. vs Mt. Burrow",1,1.16387137467396,1.66905592730023,0.131742723126166,0.054,0.147488986784141,""
"261","Finger Mt. vs Random Hills",1,1.47172319243645,2.06536255457873,0.146840335367422,0.0022,0.0239298245614035,"."
"262","Finger Mt. vs Mt. McGee",1,1.52374907904545,2.28199842287921,0.171811375835454,0.014,0.0662595419847328,""
"263","Finger Mt. vs Harrow Peak",1,1.25240300078597,1.86702686903832,0.157328949335195,0.0819,0.188059040590406,""
"264","Finger Mt. vs Starr Nunatak",1,2.56877476375889,3.69685082473277,0.208898795686638,3e-04,0.00664285714285714,"*"
"265","Finger Mt. vs Kay Island",1,2.14776144949513,3.18461923383314,0.209726644099013,0.0032,0.0314920634920635,"."
"266","Finger Mt. vs Inexpressible Island",1,2.54094046659659,3.41659624794747,0.175962676687406,3e-04,0.00664285714285714,"*"
"267","Finger Mt. vs Ricker Hills",1,2.95897512583144,5.07659833057823,0.252861478174128,9e-04,0.0132857142857143,"."
"268","Finger Mt. vs Mt. Larsen",1,1.52504946878193,2.40153110679588,0.179198263814653,0.0118,0.059,""
"269","Finger Mt. vs Mt. Nansen",1,1.42618364274532,2.03830177720632,0.145195751562761,0.0147,0.0690454545454545,""
"270","Finger Mt. vs Vegetation Island",1,1.801340522893,2.49135982839423,0.160822539531217,0.0015,0.0186,"."
"271","Finger Mt. vs Widowmaker Pass",1,1.69426841120788,2.61628303704969,0.167535580063614,0.0061,0.0436818181818182,"."
"272","Finger Mt. vs Crater Circle",1,1.28640241741269,1.84122518687358,0.143383918596467,0.026,0.090561797752809,""
"273","Finger Mt. vs Mt. Billing",1,2.59044732986635,3.74428413536205,0.172196247623201,0.0024,0.0256551724137931,"."
"274","Finger Mt. vs Anderson Ridge",1,1.70162332960245,2.73132394882288,0.198911915486272,0.0125,0.0610236220472441,""
"275","Finger Mt. vs Siegfried Peak",1,1.89904084474927,2.71886988526027,0.162622827016393,3e-04,0.00664285714285714,"*"
"276","Finger Mt. vs Convoy Range",1,1.41044567052498,2.03469553173801,0.144976107756435,0.0199,0.0771125,""
"277","Finger Mt. vs Dufayel Island",1,1.27433271870414,1.89971872026989,0.15964400209174,0.0853,0.193014598540146,""
"278","Finger Mt. vs Machu Picchu Base",1,1.32110483896349,1.89749729973191,0.147121356619423,0.0137,0.0653384615384615,""
"279","Finger Mt. vs Richard Nunatak",1,0.529983734371145,0.787185379047112,0.0667831508314455,0.8051,0.823699669966997,""
"280","Knobhead vs Mt. Bowen",1,0.531833379666779,NA,1,NA,NA,""
"281","Knobhead vs Schultz Peak",1,0.493756639295019,0.582171018627047,0.367957074028719,1,1,""
"282","Knobhead vs Archambault Ridge",1,0.498445303770183,1.18936073619771,0.5432456682599,0.333333333333333,0.393216730038023,""
"283","Knobhead vs Helliwell Hills",1,0.744896380040934,1.14697790889455,0.222844925546007,0.5,0.552584670231729,""
"284","Knobhead vs Mt. Keinath",1,0.980175064923893,NA,1,NA,NA,""
"285","Knobhead vs Mt. Dickason",1,0.515524072615071,0.64935025503932,0.177935854236694,0.8,0.819834710743802,""
"286","Knobhead vs Mt. Burrow",1,0.672235456488456,0.698391964511258,0.411207765406634,0.666666666666667,0.701754385964912,""
"287","Knobhead vs Random Hills",1,0.926504981461917,1.00549794281419,0.334552863434236,0.75,0.772425249169435,""
"288","Knobhead vs Mt. McGee",1,0.996953574528134,1.56513588049752,0.610157104111753,0.333333333333333,0.393216730038023,""
"289","Knobhead vs Harrow Peak",1,0.982577635916443,NA,1,NA,NA,""
"290","Knobhead vs Starr Nunatak",1,1.12200621836875,1.48612030543132,0.270887297888828,0.166666666666667,0.273356200527704,""
"291","Knobhead vs Kay Island",1,1.14451035825799,1.65272611888731,0.452463739436002,0.25,0.361305361305361,""
"292","Knobhead vs Inexpressible Island",1,0.941415687247958,1.08807429122661,0.153507743643911,0.4973,0.552584670231729,""
"293","Knobhead vs Ricker Hills",1,0.55583975640523,1.36571415709458,0.214542174434976,0.285714285714286,0.393216730038023,""
"294","Knobhead vs Mt. Larsen",1,0.573634418629526,2.06829659385735,0.674086265975077,0.333333333333333,0.393216730038023,""
"295","Knobhead vs Mt. Nansen",1,0.622540981505901,0.737477701211371,0.26940044146662,0.75,0.772425249169435,""
"296","Knobhead vs Vegetation Island",1,0.86309016161971,0.962036047482801,0.242813552414297,0.8,0.819834710743802,""
"297","Knobhead vs Widowmaker Pass",1,0.543252276082376,0.952733556935404,0.241031565424832,0.4,0.457564575645756,""
"298","Knobhead vs Crater Circle",1,0.634842199698637,0.649571569419078,0.393781986463209,0.666666666666667,0.701754385964912,""
"299","Knobhead vs Mt. Billing",1,0.520704478414638,0.725073614309642,0.0831022918959077,0.4998,0.552584670231729,""
"300","Knobhead vs Anderson Ridge",1,0.490317915813857,3.38087577036793,0.771735138721814,0.333333333333333,0.393216730038023,""
"301","Knobhead vs Siegfried Peak",1,0.804841993548745,1.04847292661947,0.207681202189103,0.166666666666667,0.273356200527704,""
"302","Knobhead vs Convoy Range",1,0.524670262449902,0.65161797797921,0.245743535980928,0.75,0.772425249169435,""
"303","Knobhead vs Dufayel Island",1,1,NA,1,NA,NA,""
"304","Knobhead vs Machu Picchu Base",1,0.893701971348675,0.94016264725616,0.484579294723444,0.666666666666667,0.701754385964912,""
"305","Knobhead vs Richard Nunatak",1,0.527376737101242,0.755663600125328,0.430414801600594,0.666666666666667,0.701754385964912,""
"306","Mt. Bowen vs Schultz Peak",1,0.663682263925608,0.782524322479877,0.438997837286852,1,1,""
"307","Mt. Bowen vs Archambault Ridge",1,0.580480645350137,1.38510862170844,0.580731883278462,0.333333333333333,0.393216730038023,""
"308","Mt. Bowen vs Helliwell Hills",1,0.717376201804986,1.10460283857438,0.216393492991685,0.5,0.552584670231729,""
"309","Mt. Bowen vs Mt. Keinath",1,0.915093934215449,NA,1,NA,NA,""
"310","Mt. Bowen vs Mt. Dickason",1,0.605660326250145,0.762885204026905,0.202739430692834,0.8,0.819834710743802,""
"311","Mt. Bowen vs Mt. Burrow",1,0.687071881978957,0.713805671486433,0.416503273015387,1,1,""
"312","Mt. Bowen vs Random Hills",1,0.834926804999454,0.906111895375586,0.311795253588637,1,1,""
"313","Mt. Bowen vs Mt. McGee",1,0.993704410173486,1.56003495720177,0.609380333972843,0.333333333333333,0.393216730038023,""
"314","Mt. Bowen vs Harrow Peak",1,0.961930781198333,NA,1,NA,NA,""
"315","Mt. Bowen vs Starr Nunatak",1,1.11684576991494,1.47928518535195,0.269977768141472,0.166666666666667,0.273356200527704,""
"316","Mt. Bowen vs Kay Island",1,1.12120944344152,1.61907851558404,0.447373138939141,0.25,0.361305361305361,""
"317","Mt. Bowen vs Inexpressible Island",1,0.985663134053017,1.13921483410597,0.159571445961204,0.3627,0.42395856873823,""
"318","Mt. Bowen vs Ricker Hills",1,0.723063430330043,1.77658750008372,0.262165507353336,0.285714285714286,0.393216730038023,""
"319","Mt. Bowen vs Mt. Larsen",1,0.798106992924937,2.87765503845486,0.742112181180904,0.333333333333333,0.393216730038023,""
"320","Mt. Bowen vs Mt. Nansen",1,0.701018740606408,0.830444428056667,0.293397185199935,0.75,0.772425249169435,""
"321","Mt. Bowen vs Vegetation Island",1,0.889120198610151,0.991050205001548,0.248318150385473,0.6,0.65034965034965,""
"322","Mt. Bowen vs Widowmaker Pass",1,0.722104836576697,1.26639784078448,0.296830696068331,0.4,0.457564575645756,""
"323","Mt. Bowen vs Crater Circle",1,0.751948049139169,0.769394464691874,0.434834899760952,0.666666666666667,0.701754385964912,""
"324","Mt. Bowen vs Mt. Billing",1,0.700416195167122,0.97531963561571,0.10866684142874,0.4963,0.552584670231729,""
"325","Mt. Bowen vs Anderson Ridge",1,0.711317449084344,4.90472783287438,0.830644184066786,0.333333333333333,0.393216730038023,""
"326","Mt. Bowen vs Siegfried Peak",1,0.808363595784945,1.05306054087491,0.208400539110219,0.333333333333333,0.393216730038023,""
"327","Mt. Bowen vs Convoy Range",1,0.590296400073985,0.733122828094997,0.268236326797646,0.75,0.772425249169435,""
"328","Mt. Bowen vs Dufayel Island",1,1,NA,1,NA,NA,""
"329","Mt. Bowen vs Machu Picchu Base",1,0.839471323412861,0.883112723276682,0.468964344173744,0.666666666666667,0.701754385964912,""
"330","Mt. Bowen vs Richard Nunatak",1,0.799723118661446,1.14590122854651,0.533995327139389,0.666666666666667,0.701754385964912,""
"331","Schultz Peak vs Archambault Ridge",1,0.703533093338092,1.11035963993611,0.356987541144573,0.333333333333333,0.393216730038023,""
"332","Schultz Peak vs Helliwell Hills",1,0.744409329929689,1.08013758307444,0.177650187732802,0.476190476190476,0.535822314406706,""
"333","Schultz Peak vs Mt. Keinath",1,0.978370461910364,1.153562064944,0.535653039084339,0.333333333333333,0.393216730038023,""
"334","Schultz Peak vs Mt. Dickason",1,0.671368420042274,0.831453956793096,0.17209187218354,0.666666666666667,0.701754385964912,""
"335","Schultz Peak vs Mt. Burrow",1,0.74911226762045,0.827438685196094,0.292646022539197,0.666666666666667,0.701754385964912,""
"336","Schultz Peak vs Random Hills",1,0.924398004585879,1.03054104955711,0.255683055174528,0.3,0.393216730038023,""
"337","Schultz Peak vs Mt. McGee",1,1.06781057253304,1.43802643988898,0.41827090775236,0.333333333333333,0.393216730038023,""
"338","Schultz Peak vs Harrow Peak",1,1.0128527103396,1.19421886648344,0.544256949352255,0.333333333333333,0.393216730038023,""
"339","Schultz Peak vs Starr Nunatak",1,1.23688496927215,1.59883145382259,0.242290088027088,0.0476190476190476,0.134811915633833,""
"340","Schultz Peak vs Kay Island",1,1.24235064407498,1.66898350317806,0.357461854821724,0.1,0.198717948717949,""
"341","Schultz Peak vs Inexpressible Island",1,1.09594318752729,1.27025774732441,0.15359348960259,0.11,0.210227692307692,""
"342","Schultz Peak vs Ricker Hills",1,0.61306834287937,1.27584874363444,0.175353939944211,0.1724,0.28054593175853,""
"343","Schultz Peak vs Mt. Larsen",1,0.638580740454592,1.1347743217158,0.361995539473057,0.333333333333333,0.393216730038023,""
"344","Schultz Peak vs Mt. Nansen",1,0.712573758782797,0.842807902100977,0.219320851724123,0.7,0.733108108108108,""
"345","Schultz Peak vs Vegetation Island",1,0.932112499091607,1.05335991515487,0.208447435536083,0.466666666666667,0.526060606060606,""
"346","Schultz Peak vs Widowmaker Pass",1,0.606604029129451,0.948285074985811,0.191639135703702,0.466666666666667,0.526060606060606,""
"347","Schultz Peak vs Crater Circle",1,0.731061310377404,0.800963663790456,0.285960033735867,0.666666666666667,0.701754385964912,""
"348","Schultz Peak vs Mt. Billing",1,0.697209364223336,0.951713221882277,0.0956331036338152,0.2702,0.386,""
"349","Schultz Peak vs Anderson Ridge",1,0.739303519600711,1.48879519147681,0.426736196814867,0.333333333333333,0.393216730038023,""
"350","Schultz Peak vs Siegfried Peak",1,0.879829652584301,1.1226153747914,0.183355528000915,0.333333333333333,0.393216730038023,""
"351","Schultz Peak vs Convoy Range",1,0.72350239170929,0.882861400422013,0.227373915619563,0.7,0.733108108108108,""
"352","Schultz Peak vs Dufayel Island",1,1.05062337154269,1.23875291940922,0.553322748870434,0.333333333333333,0.393216730038023,""
"353","Schultz Peak vs Machu Picchu Base",1,0.953175262867688,1.05984189217449,0.346371456278517,0.333333333333333,0.393216730038023,""
"354","Schultz Peak vs Richard Nunatak",1,0.57898793407152,0.749000236465556,0.272462776295924,1,1,""
"355","Archambault Ridge vs Helliwell Hills",1,1.00537916588167,1.66626897916883,0.249955257487462,0.142857142857143,0.250201775625504,""
"356","Archambault Ridge vs Mt. Keinath",1,1.05011774337678,2.50572891932141,0.714752616926934,0.333333333333333,0.393216730038023,""
"357","Archambault Ridge vs Mt. Dickason",1,0.654119380865101,0.934186214011129,0.189329338920856,0.533333333333333,0.585250737463127,""
"358","Archambault Ridge vs Mt. Burrow",1,0.795822574031843,1.15200179861887,0.365482595575818,0.333333333333333,0.393216730038023,""
"359","Archambault Ridge vs Random Hills",1,1.05322913882713,1.39687744741204,0.31769760793179,0.2,0.300242130750605,""
"360","Archambault Ridge vs Mt. McGee",1,1.20141566359772,2.27527386660418,0.532193711466586,0.333333333333333,0.393216730038023,""
"361","Archambault Ridge vs Harrow Peak",1,1.11777016347726,2.66715712732667,0.727309202938628,0.333333333333333,0.393216730038023,""
"362","Archambault Ridge vs Starr Nunatak",1,1.52064130863112,2.21084668361283,0.306600151219016,0.0476190476190476,0.134811915633833,""
"363","Archambault Ridge vs Kay Island",1,1.54119401924325,2.56284227631973,0.460707341502276,0.1,0.198717948717949,""
"364","Archambault Ridge vs Inexpressible Island",1,1.40409155422869,1.75187257529085,0.200171170251828,0.0306,0.100708994708995,""
"365","Archambault Ridge vs Ricker Hills",1,1.01262351083944,2.47578641564497,0.292101085873879,0.1044,0.20418927444795,""
"366","Archambault Ridge vs Mt. Larsen",1,0.943608585294849,2.70983292031341,0.575356486347097,0.333333333333333,0.393216730038023,""
"367","Archambault Ridge vs Mt. Nansen",1,0.75043052181195,1.068287043436,0.262588905854034,0.3,0.393216730038023,""
"368","Archambault Ridge vs Vegetation Island",1,1.12548153749057,1.44731559126666,0.265693361623301,0.2,0.300242130750605,""
"369","Archambault Ridge vs Widowmaker Pass",1,0.712502013662533,1.33822164279012,0.25068678903536,0.2,0.300242130750605,""
"370","Archambault Ridge vs Crater Circle",1,0.896404513722203,1.28386896760029,0.390962300952734,0.333333333333333,0.393216730038023,""
"371","Archambault Ridge vs Mt. Billing",1,0.931350322499586,1.35981020290521,0.131258215765756,0.1907,0.300242130750605,""
"372","Archambault Ridge vs Anderson Ridge",1,0.824026299481422,2.92149049500592,0.593619046500344,0.333333333333333,0.393216730038023,""
"373","Archambault Ridge vs Siegfried Peak",1,1.12462992961465,1.61139445028738,0.243729891236082,0.0476190476190476,0.134811915633833,""
"374","Archambault Ridge vs Convoy Range",1,0.76119753261712,1.12522828956036,0.272767519898949,0.3,0.393216730038023,""
"375","Archambault Ridge vs Dufayel Island",1,1.19008377540362,2.83970759588823,0.739563501900287,0.333333333333333,0.393216730038023,""
"376","Archambault Ridge vs Machu Picchu Base",1,1.07876911578072,1.5752259721289,0.440594799995514,0.333333333333333,0.393216730038023,""
"377","Archambault Ridge vs Richard Nunatak",1,0.741618489521042,1.32789271337592,0.399019087375825,0.333333333333333,0.393216730038023,""
"378","Helliwell Hills vs Mt. Keinath",1,1.06128296901027,1.63414422885758,0.290043023834505,0.166666666666667,0.273356200527704,""
"379","Helliwell Hills vs Mt. Dickason",1,1.09753043584982,1.54287045032296,0.180603283087903,0.0816,0.188059040590406,""
"380","Helliwell Hills vs Mt. Burrow",1,0.782496861106618,1.09891423757654,0.18018194628905,0.428571428571429,0.487369963369963,""
"381","Helliwell Hills vs Random Hills",1,1.18579920304336,1.60219732233061,0.21075450352023,0.0512,0.142627802690583,""
"382","Helliwell Hills vs Mt. McGee",1,1.29862109433378,2.00729972359767,0.286458379514996,0.0476190476190476,0.134811915633833,""
"383","Helliwell Hills vs Harrow Peak",1,1.13557588263847,1.74853910712813,0.304171037987714,0.166666666666667,0.273356200527704,""
"384","Helliwell Hills vs Starr Nunatak",1,1.8161135300113,2.58625902072631,0.244303395152414,0.0067,0.0449357798165138,"."
"385","Helliwell Hills vs Kay Island",1,1.69037571089113,2.54653427420684,0.297961043916035,0.0183,0.0764,""
"386","Helliwell Hills vs Inexpressible Island",1,1.89911202406955,2.43818284494448,0.196024039470966,0.0039,0.034056338028169,"."
"387","Helliwell Hills vs Ricker Hills",1,1.80650134346579,3.50947398039843,0.280545287987133,0.0077,0.0449357798165138,"."
"388","Helliwell Hills vs Mt. Larsen",1,1.32244623511363,2.29981295855721,0.315050943306877,0.0476190476190476,0.134811915633833,""
"389","Helliwell Hills vs Mt. Nansen",1,1.11001508544802,1.55389272589778,0.205707544743177,0.1314,0.242424242424242,""
"390","Helliwell Hills vs Vegetation Island",1,1.39833567749206,1.85062284137141,0.209095209968823,0.0231,0.0857604790419162,""
"391","Helliwell Hills vs Widowmaker Pass",1,1.18931147257561,1.93232177893284,0.216329172499168,0.037,0.116446700507614,""
"392","Helliwell Hills vs Crater Circle",1,1.12847517924977,1.57824497559683,0.239918850917169,0.0952380952380952,0.198717948717949,""
"393","Helliwell Hills vs Mt. Billing",1,1.71557251194155,2.46759402576692,0.170560082165156,0.0169,0.0750985915492958,""
"394","Helliwell Hills vs Anderson Ridge",1,1.3095655189563,2.3872807033009,0.323160957215851,0.0952380952380952,0.198717948717949,""
"395","Helliwell Hills vs Siegfried Peak",1,1.1781708468253,1.66282044025639,0.172084377489712,0.0244,0.0878628571428571,""
"396","Helliwell Hills vs Convoy Range",1,1.1083859224616,1.58034854571108,0.208479667680352,0.1057,0.205435736677116,""
"397","Helliwell Hills vs Dufayel Island",1,1.22470572108441,1.88577961259979,0.320395892595583,0.166666666666667,0.273356200527704,""
"398","Helliwell Hills vs Machu Picchu Base",1,1.20277747002764,1.69483912010992,0.253156063902861,0.0952380952380952,0.198717948717949,""
"399","Helliwell Hills vs Richard Nunatak",1,1.03038233692222,1.56323677622266,0.238180768045115,0.142857142857143,0.250201775625504,""
"400","Mt. Keinath vs Mt. Dickason",1,0.98918358402009,1.24596822279483,0.293447373464961,0.2,0.300242130750605,""
"401","Mt. Keinath vs Mt. Burrow",1,0.860538865476687,0.894022210518248,0.472023086927594,1,1,""
"402","Mt. Keinath vs Random Hills",1,0.88857100451197,0.964329749928984,0.325311227589335,0.75,0.772425249169435,""
"403","Mt. Keinath vs Mt. McGee",1,1.02897084592979,1.61540038783938,0.617649364644273,0.333333333333333,0.393216730038023,""
"404","Mt. Keinath vs Harrow Peak",1,0.902677801888779,NA,1,NA,NA,""
"405","Mt. Keinath vs Starr Nunatak",1,0.931730035721954,1.23409558930945,0.23578010150026,0.333333333333333,0.393216730038023,""
"406","Mt. Keinath vs Kay Island",1,0.936602701949162,1.35249780603809,0.403429885502727,0.25,0.361305361305361,""
"407","Mt. Keinath vs Inexpressible Island",1,1.00933198018427,1.16657093548313,0.162779514217491,0.3741,0.434348314606742,""
"408","Mt. Keinath vs Ricker Hills",1,1.37817214986823,3.38620833486463,0.403782996993634,0.142857142857143,0.250201775625504,""
"409","Mt. Keinath vs Mt. Larsen",1,1.22625798531853,4.42139650595602,0.815545681098701,0.333333333333333,0.393216730038023,""
"410","Mt. Keinath vs Mt. Nansen",1,0.91452888910477,1.08337391892968,0.351359889333741,0.25,0.361305361305361,""
"411","Mt. Keinath vs Vegetation Island",1,0.813849101632489,0.907149922219747,0.23217689115558,0.6,0.65034965034965,""
"412","Mt. Keinath vs Widowmaker Pass",1,1.17044371410346,2.05267617279414,0.406255240311394,0.2,0.300242130750605,""
"413","Mt. Keinath vs Crater Circle",1,0.998415995246293,1.02158086729759,0.505337621572973,0.333333333333333,0.393216730038023,""
"414","Mt. Keinath vs Mt. Billing",1,1.18367382582031,1.64824904457193,0.170834006974481,0.2041,0.304920481927711,""
"415","Mt. Keinath vs Anderson Ridge",1,1.25397815264262,8.64652140194214,0.896335688448411,0.333333333333333,0.393216730038023,""
"416","Mt. Keinath vs Siegfried Peak",1,0.994425526076732,1.29544463383872,0.244633779297894,0.166666666666667,0.273356200527704,""
"417","Mt. Keinath vs Convoy Range",1,1.02141113275074,1.26854884799583,0.388107660919207,0.5,0.552584670231729,""
"418","Mt. Keinath vs Dufayel Island",1,0.968865865627331,NA,1,NA,NA,""
"419","Mt. Keinath vs Machu Picchu Base",1,0.939448799247546,0.988287704825485,0.497054677965847,0.666666666666667,0.701754385964912,""
"420","Mt. Keinath vs Richard Nunatak",1,1.07259277988816,1.53688864998822,0.605816360917282,0.333333333333333,0.393216730038023,""
"421","Mt. Dickason vs Mt. Burrow",1,0.691303027425563,0.826850689625172,0.171302313411601,0.733333333333333,0.76672287802136,""
"422","Mt. Dickason vs Random Hills",1,1.02818695118509,1.21690433208312,0.195741202868947,0.285714285714286,0.393216730038023,""
"423","Mt. Dickason vs Mt. McGee",1,1.1451300296777,1.51738250063535,0.275018543749797,0.133333333333333,0.242424242424242,""
"424","Mt. Dickason vs Harrow Peak",1,1.05490074119155,1.32874506103884,0.306958493120395,0.2,0.300242130750605,""
"425","Mt. Dickason vs Starr Nunatak",1,1.65275443349121,2.14179179407929,0.234285777047168,0.0083,0.0455398230088496,"."
"426","Mt. Dickason vs Kay Island",1,1.55385546368617,2.06261097614082,0.292046522611654,0.0285714285714286,0.0947288006111535,""
"427","Mt. Dickason vs Inexpressible Island",1,1.31072651107331,1.55771034490774,0.147542439981701,0.0642,0.166108333333333,""
"428","Mt. Dickason vs Ricker Hills",1,1.04020650814827,1.88413297340714,0.1906219775145,0.0513,0.142627802690583,""
"429","Mt. Dickason vs Mt. Larsen",1,0.826165791530993,1.24278956545665,0.237047386689914,0.133333333333333,0.242424242424242,""
"430","Mt. Dickason vs Mt. Nansen",1,0.669263270858196,0.822186621722183,0.141216122934751,0.742857142857143,0.772425249169435,""
"431","Mt. Dickason vs Vegetation Island",1,0.999525852931248,1.18213143547541,0.16459340045441,0.1988,0.300242130750605,""
"432","Mt. Dickason vs Widowmaker Pass",1,0.670683127312477,0.983326082459386,0.140810563741151,0.4292,0.487369963369963,""
"433","Mt. Dickason vs Crater Circle",1,0.722348450403797,0.860182568205865,0.176985649434853,0.466666666666667,0.526060606060606,""
"434","Mt. Dickason vs Mt. Billing",1,0.747928397714323,1.01235023916744,0.0842757844228162,0.2933,0.393216730038023,""
"435","Mt. Dickason vs Anderson Ridge",1,0.667613556036072,1.05687333232517,0.20899739085203,0.266666666666667,0.381832178598922,""
"436","Mt. Dickason vs Siegfried Peak",1,1.09323573515949,1.40357574877171,0.16702125270625,0.1314,0.242424242424242,""
"437","Mt. Dickason vs Convoy Range",1,0.666954443363739,0.835346163926828,0.143152803700114,0.657142857142857,0.701754385964912,""
"438","Mt. Dickason vs Dufayel Island",1,1.12308511242266,1.41462958360637,0.320441286593912,0.2,0.300242130750605,""
"439","Mt. Dickason vs Machu Picchu Base",1,1.02957331842522,1.23586926205664,0.236038984207025,0.2,0.300242130750605,""
"440","Mt. Dickason vs Richard Nunatak",1,0.890536082490202,1.15668251686352,0.224307490926755,0.333333333333333,0.393216730038023,""
"441","Mt. Burrow vs Random Hills",1,0.602592046164278,0.644385734286557,0.176816007214644,0.9,0.919275123558484,""
"442","Mt. Burrow vs Mt. McGee",1,0.882066230276993,1.10291141598029,0.355444054993059,0.333333333333333,0.393216730038023,""
"443","Mt. Burrow vs Harrow Peak",1,0.886799335618841,0.921304468772478,0.479520286215281,1,1,""
"444","Mt. Burrow vs Starr Nunatak",1,1.00178955809621,1.25773697023185,0.200989107758112,0.142857142857143,0.250201775625504,""
"445","Mt. Burrow vs Kay Island",1,1.08199315493806,1.38271263061106,0.315492423791033,0.1,0.198717948717949,""
